//麻布炼金袋
100000	100001	0	1503	0	gamegold + 1
100001	490000	0	2004	0	绑紧炼金袋的绳子解开了，你在散落的麻布中间找到1点珍贵的魔石！


//丝绸炼金袋
100010	100011	0	1503	0	gamegold + 2
100011	490000	0	2004	0	在小心地打开这只丝绸炼金袋之后，你发现了2点魔石，真是太棒了！

//魔法炼金袋
100020	100021	0	1503	0	gamegold + 3
100021	490000	0	2004	0	手上的炼金袋自动解开了，你从袋子里拿到了3点魔石，这一定是幸运女神的礼物！

//特制经验值球礼包
100030	100031	0	501	0	830000 50 1
100031	490000	0	2004	0	恭喜你得到一个能量值全满的特制经验值球!

//圣诞长筒袜
2040	2041	0	126	0	把他挂在卡诺萨城的圣诞许愿树上有丰厚的奖品哟。
2041	0	0	0	0	0

//欢乐的圣诞帽-男
833053	490000	0	1503	0	hair 135

//欢乐的圣诞帽-女
833054	490000	0	1503	0	hair 141

//圣诞驯鹿冠-男
833122	490000	0	1503	0	hair 206


//圣诞驯鹿冠军-女
833123	490000	0	1503	0	hair 209

//梦幻·圣诞帽-男
748795	490000	0	1503	0	hair 197

//梦幻·圣诞帽-女
748796	490000	0	1503	0	hair 197

//打年道具11层到18层地图卷轴
5620	8650	0	2502	0	1
8650	490000	0	1001	0	8832 182 105 0


5621	8651	0	2502	0	1
8651	490000	0	1001	0	8833 182 105 0


5622	8652	0	2502	0	1
8652	490000	0	1001	0	8834 182 105 0

5623	8653	0	2502	0	1
8653	490000	0	1001	0	8835 182 105 0

5624	8654	0	2502	0	1
8654	490000	0	1001	0	8836 182 105 0

5625	8655	0	2502	0	1
8655	490000	0	1001	0	8837 182 105 0


5626	8656	0	2502	0	1
8656	490000	0	1001	0	8838 182 105 0

5627	8657	0	2502	0	1
8657	490000	0	1001	0	8839 182 105 0

//打年获得魔石道具
//微光黄宝石
10020	10021	0	1503	0	gamegold + 5
10021	490000	0	2004	0	获得5魔石。
//微光绿宝石
10022	10023	0	1503	0	gamegold + 10
10023	490000	0	2004	0	获得10魔石。
//微光蓝宝石
10024	10025	0	1503	0	gamegold + 20
10025	490000	0	2004	0	获得20魔石。
//湖心亮晶袋
10026	10027	0	1503	0	gamegold + 25
10027	490000	0	2004	0	获得25魔石。
//冰川亮晶袋
10028	10029	0	1503	0	gamegold + 50
10029	490000	0	2004	0	获得50魔石。
//海洋亮晶袋
10030	10031	0	1503	0	gamegold + 100
10031	490000	0	2004	0	获得100魔石。
//珠泪耀晶袋
10032	10033	0	1503	0	gamegold + 200
10033	490000	0	2004	0	获得200魔石。
//寒泉耀晶袋
10034	10035	0	1503	0	gamegold + 250
10035	490000	0	2004	0	获得250魔石。
//飞流耀晶袋
10036	10037	0	1503	0	gamegold + 270
10037	490000	0	2004	0	获得270魔石。
//湖心耀晶袋
10038	10039	0	1503	0	gamegold + 400
10039	490000	0	2004	0	获得400魔石。
//烁星流萤蓝宝
10040	10041	0	1503	0	gamegold + 500
10041	490000	0	2004	0	获得500魔石。
//烁星流萤红宝
10042	10043	0	1503	0	gamegold + 1000
10043	490000	0	2004	0	获得1000魔石。
//炫光璀璨黄宝
10044	10045	0	1503	0	gamegold + 1350
10045	490000	0	2004	0	获得1350魔石。
//炫光璀璨绿宝
10046	10047	0	1503	0	gamegold + 2000
10047	490000	0	2004	0	获得2000魔石。
//炫光璀璨蓝宝
10048	10049	0	1503	0	gamegold + 2500
10049	490000	0	2004	0	获得2500魔石。
//炫光璀璨红宝
10050	10051	0	1503	0	gamegold + 2700
10051	490000	0	2004	0	获得2700魔石。
//诸神黄昏流金石
10052	10053	0	1503	0	gamegold + 4000
10053	490000	0	2004	0	获得4000魔石。
//自然恩赐祖母绿
10054	10055	0	1503	0	gamegold + 5000
10055	490000	0	2004	0	获得5000魔石。
//诸神黄昏流金石
10056	10057	0	1503	0	gamegold + 5400
10057	490000	0	2004	0	获得5400魔石。
//极致梦幻鸽血红
10058	10059	0	1503	0	gamegold + 10000
10059	490000	0	2004	0	获得10000魔石。
//光明之山
10060	10061	0	1503	0	gamegold + 13500
10061	490000	0	2004	0	获得13500魔石。
//维多利亚
10062	10063	0	1503	0	gamegold + 27000
10063	490000	0	2004	0	获得2700魔石。
//海洋之心
10064	10065	0	1503	0	gamegold + 54000
10065	490000	0	2004	0	获得54000魔石。

//希望之心
10066	10067	0	1503	0	gamegold + 135000
10067	490000	0	2004	0	获得135000魔石。

//打年怪物被击杀后
10109	0	0	0	0	0
10100	10109	0	2012	0	11
10101	10109	0	2012	0	12
10102	10109	0	2012	0	13
10103	10109	0	2012	0	14
10104	10109	0	2012	0	15
10105	10109	0	2012	0	16
10106	10109	0	2012	0	17
10107	10109	0	2012	0	18
//神兽合精
8000	8001	8003	1505	0	maxeudemon = 3
8001	8002	0	2009	0	使用失败，你已经可以出征三个幻兽了。

8003	8004	0	1503	0	maxeudemon = 3
8004	490000	0	2009	0	恭喜阁下已经得到了驾驭三宠的能力！

//魔幻灵魂礼包
8100	8101	0	501	0	1037160 50 5
8101	8102	0	2009	0	恭喜获得五颗灵魂晶石。
8102	490000	0	0	0	0

//电浆药水
8200	8201	8210	2014	0	0 quality > 0
8201	8202	8212	2014	0	0 level = 1
8202	8203	8213	2014	0	0 wuxing != 5
8203	8204	0	2015	0	0 wuxing = 5
8204	8205	0	2015	0	0 quality + 100
8205	8206	0	2009	0	转换成雷属性成功!
8206	490000	0	0	0	0
8210	8211	0	2009	0	幻兽未进化，无法转换为雷属性。
8211	0	0	0	0	0

8212	8211	0	2009	0	转换失败，幻兽必须为1级。

8213	8211	0	2009	0	转换雷属性失败，幻兽已经是雷属性了。

//富贵倾城财神包礼包
8300	8301	0	1503	0	gold + 200000000
8301	490000	0	2009	0	恭喜阁下获得2亿金币


//豪华富贵包
8310	8311	0	1503	0	gold + 2000000
8311	490000	0	2009	0	恭喜阁下获得2百万金币

//星辉真爱泪戒
180000	180001	0	1503	0	gamegold + 1380
180001	490000	0	2009	0	恭喜阁下获得1380点魔石

//月华真爱泪戒
180020	180021	0	1503	0	gamegold + 6900
180021	490000	0	2009	0	恭喜阁下获得6900点魔石

//耀华真爱泪戒
180040	180041	0	1503	0	gamegold + 13800
180041	490000	0	2009	0	恭喜阁下获得13800点魔石

//银河真爱泪戒
180060	180061	0	1503	0	gamegold + 27600
180061	490000	0	2009	0	恭喜阁下获得27600点魔石

//浩瀚真爱泪戒
180080	180081	0	1503	0	gamegold + 69000
180081	490000	0	2009	0	恭喜阁下获得69000点魔石
//无极真爱泪戒	
180100	180101	0	1503	0	gamegold + 138000
180101	490000	0	2009	0	恭喜阁下获得138000点魔石
//永恒真爱泪戒
180120	180121	0	1503	0	gamegold + 276000
180121	490000	0	2009	0	恭喜阁下获得276000点魔石
//至尊真爱泪戒
180140	180141	0	1503	0	gamegold + 690000
180141	490000	0	2990	0	恭喜阁下获得690000点魔石

//新手礼包
10200	10201	10210	508	0	backpack 7
10201	10202	0	2009	0	请预留七个包裹空间
10202	0	0	0	0	0
//法师装备
10210	10211	10300	1501	0	10
10211	0	10212	501	0	115041 50 1
10212	0	10213	501	0	125041 50 1
10213	0	10214	501	0	135041 50 1
10214	0	10215	501	0	440101 50 1
10215	0	10216	501	0	145041 50 1
10216	0	10217	501	0	165031 50 1
10217	490000	0	0	0	0
//战士装备
10300	10301	10400	1501	0	20
10301	10302	0	501	0	111041 50 1
10302	10303	0	501	0	121041 50 1
10303	10304	0	501	0	131041 50 1
10304	10305	0	501	0	410101 50 1
10305	10306	0	501	0	141041 50 1
10306	10307	0	501	0	161031 50 1
10307	10308	0	501	0	420101 50 1
10308	490000	0	0	0	0
//异能者装备
10400	10401	10500	1501	0	30
10401	10402	0	501	0	113041 50 1
10402	10403	0	501	0	123041 50 1
10403	10404	0	501	0	133041 50 1
10404	10405	0	501	0	490101 50 1
10405	10406	0	501	0	143041 50 1
10406	10407	0	501	0	163041 50 1
10407	490000	0	0	0	0
//血族装备
10500	10501	10600	1501	0	50
10501	10502	0	501	0	117041 50 1
10502	10503	0	501	0	127041 50 1
10503	10504	0	501	0	137041 50 1
10504	10505	0	501	0	450101 50 1
10505	10506	0	501	0	147041 50 1
10506	490000	0	501	0	167041 50 1
//亡灵巫师装备
10600	10601	10700	1501	0	60
10601	10602	0	501	0	119041 50 1
10602	10603	0	501	0	129041 50 1
10603	10604	0	501	0	139041 50 1
10604	10605	0	501	0	430101 50 1
10605	10606	0	501	0	149051 50 1
10606	10607	0	501	0	169041 50 1
10607	490000	0	0	0	0
//暗黑龙骑装备
10700	10701	0	1501	0	70
10701	10702	0	501	0	112041 50 1
10702	10703	0	501	0	122041 50 1
10703	10704	0	501	0	132041 50 1
10704	10705	0	501	0	480101 50 1
10705	10706	0	501	0	142041 50 1
10706	10707	0	501	0	162031 50 1
10707	490000	0	0	0	0

