//法师魔攻型
815006	490000	0	2501	0	1071200
//战士攻防型
815002	490000	0	2501	0	1071020
//物防魔防型
815004	490000	0	2501	0	1071050
//法师魔防型
815010	490000	0	2501	0	1071240
//无翼者吉丝
815009	490000	0	2501	0	1071230
//法师攻防型
815008	490000	0	2501	0	1071220
//战士物防型
815001	490000	0	2501	0	1071010
//战士物攻型
815000	490000	0	2501	0	1071000
//撼地者吉鲁
815005	490000	0	2501	0	1071060
//守护者奥斯汀
//815000	490000	0	2501	0	1071700
//眺望者菲拉娜
//815000	490000	0	2501	0	1071710
//赐予者艾登
//815000	490000	0	2501	0	1071720
//庇佑者莉迪亚
//815000	490000	0	2501	0	1071730
//奇异兽O型
815011	490000	0	2501	0	1071990
//奇异兽XO型
812001	490000	0	2501	0	1071980
//调皮鬼吉比
815015	490000	0	2501	0	1071400
//开心果娜娜
815016	490000	0	2501	0	1071410
//瞌睡虫皮皮
815017	490000	0	2501	0	1071500
//小机灵佩佩
815018	490000	0	2501	0	1071510
//奇迹之龙格罗
729047	490000	0	2501	0	1071070
//圣天使奈丽
//815000	490000	0	2501	0	1071090
//圣天使雷斯
//815000	490000	0	2501	0	1071080
//雷霆追风兽
729053	490000	0	2501	0	1071800
//烈焰奔腾兽
729054	490000	0	2501	0	1071810
//吉祥噜噜
729060	490000	0	2501	0	1071420
//如意嘟嘟
729061	490000	0	2501	0	1071520
//狂战士康恩
729071	490000	0	2501	0	1071430
//影法师莉丝
729072	490000	0	2501	0	1071530
//雪羽御风兽
729073	490000	0	2501	0	1071820
//火舞流炎兽
729074	490000	0	2501	0	1071830
//旭日神使凯恩
729204	490000	0	2501	0	1079450
//旭日神使凯特
729206	490000	0	2501	0	1071550
//雷角洪荒兽
729202	490000	0	2501	0	1071840
//雷角风牙兽
729203	490000	0	2501	0	1071850
//玫瑰歌者雪瑞
729205	490000	0	2501	0	1071460
//玫瑰歌者雪莱
729207	490000	0	2501	0	1071560
//风暴魂索尔
729200	490000	0	2501	0	1071440
//雷火魂派克
729201	490000	0	2501	0	1071540
//奇迹之怒泰瑞
729210	490000	0	2501	0	1071860
//骑士凯隆
729055	490000	0	2501	0	1071470
//骑士朵朵
729056	490000	0	2501	0	1071480
//骑士莎菲
729057	490000	0	2501	0	1071570
//骑士飞飞
729058	490000	0	2501	0	1071580
//吉祥圣诞鹿
729048	490000	0	2501	0	1071870
//孤星蒂娜亚
815007	490000	0	2501	0	1071210
//双星拉尼亚
815003	490000	0	2501	0	1071040
//狮心战骑.菲力
729886	490000	0	2501	0	1073990
//咩咩羊诺瓦
815253	490000	0	2501	0	1073970
//羊咩咩妮莫
815254	490000	0	2501	0	1073980
//霜风圣羚
815251	490000	0	2501	0	1073950
//星虹魔羚
815252	490000	0	2501	0	1073960
//炫光黄金马索拉
815231	490000	0	2501	0	1072510
//1星痕水晶马露娜
815232	490000	0	2501	0	1072520
//烈焰德拉贡
815131	490000	0	2501	0	1072050
//霜翼维沙吉
815132	490000	0	2501	0	1072150
//黑曜魔风兽
729413	490000	0	2501	0	1071880
//赤焰圣歌兽
729414	490000	0	2501	0	1071890
//独角寒冰兽
500011	490000	0	2501	0	1071790
//独角鎏金兽
500012	490000	0	2501	0	1071780
//烈须泰落格
815111	490000	0	2501	0	1072870
//雷爪泰瑞格
815112	490000	0	2501	0	1072880
//白羊星苍瞳
815117	490000	0	2501	0	1072620
//白羊星霜鬓
815118	490000	0	2501	0	1072610
//金牛星熔甲
815119	490000	0	2501	0	1072640
//金牛星冰魁
815120	490000	0	2501	0	1072630
//双子星青螭
815063	490000	0	2501	0	1071770
//双子星紫冥
815064	490000	0	2501	0	1071760
//巨蟹星银皇
729558	490000	0	2501	0	1071910
//巨蟹星炎皇
729559	490000	0	2501	0	1071900
//狮子星炎华
729564	490000	0	2501	0	1071950
//狮子星冰芒
729565	490000	0	2501	0	1071940
//处女星霜羚
815074	490000	0	2501	0	1072710
//处女星光羽
815075	490000	0	2501	0	1072720
//天秤星炎隼
815076	490000	0	2501	0	1072730
//天秤星雪雕
815077	490000	0	2501	0	1072740
//天蝎星曜金
815081	490000	0	2501	0	1072750
//天蝎星伽蓝
815082	490000	0	2501	0	1072760
//射手星绛尘
815087	490000	0	2501	0	1072770
//射手星紫骏
815088	490000	0	2501	0	1072780
//摩羯星凤翎
815090	490000	0	2501	0	1072790
//摩羯星青凌
815089	490000	0	2501	0	1072800
//水瓶星海珊
815099	490000	0	2501	0	1072830
//水瓶星银河
815100	490000	0	2501	0	1072840
//双鱼星幻霓
815115	490000	0	2501	0	1072850
//双鱼星妖虹
815116	490000	0	2501	0	1072860
//血翼芬里尔
729562	490000	0	2501	0	1071920
//冰翼尤弥尔
729563	490000	0	2501	0	1071930
//炽翼古拉斯
815085	490000	0	2501	0	1072900
//雷翼辛迪斯
815086	490000	0	2501	0	1072910
//小青
815203	490000	0	2501	0	1072250
//相思鸟金雅
815159	490000	0	2501	0	1072070
//东方炫金龙
815155	490000	0	2501	0	1072060
//闪电兔威威
815123	490000	0	2501	0	1072020
//月光兔露露
815124	490000	0	2501	0	1072030
//白羊星穆巴
729520	490000	0	2501	0	1071120
//金牛星鲁迪
729532	490000	0	2501	0	1071130
//双子星撒加
729534	490000	0	2501	0	1071140
//巨蟹星凯瑟
729536	490000	0	2501	0	1071150
//狮子星里奥
729538	490000	0	2501	0	1071160
//处女秀琳娜
729539	490000	0	2501	0	1071170
//天秤星迪隆
729541	490000	0	2501	0	1071180
//天蝎星米罗
729544	490000	0	2501	0	1071190
//射手星布克
729545	490000	0	2501	0	1071310
//摩羯星迪娜
815092	490000	0	2501	0	1071320
//水瓶星奈洛
815097	490000	0	2501	0	1071330
//双鱼星卡密
815113	490000	0	2501	0	1071340
//狄克牛丁丁
500013	490000	0	2501	0	1071100
//蝴蝶牛琪琪
500014	490000	0	2501	0	1071110
//鼠来福丁丁
815029	490000	0	2501	0	1071490
//鼠来喜佳佳
815031	490000	0	2501	0	1071740
//霹雳虎咬咬
815093	490000	0	2501	0	1072000
//玲珑虎真真
815094	490000	0	2501	0	1072100
//异界精灵
729049	490000	0	2501	0	1071300
//奇异兽O型
//815011	490000	0	2501	0	1071990
//XO型幻兽
//812001	490000	0	2501	0	1071980
//雪灵兽O型
815080	490000	0	2501	0	1072990
//小白
815204	490000	0	2501	0	1072260
//灵犀鸟卡蓝
815160	490000	0	2501	0	1072170
//东方耀金龙
815156	490000	0	2501	0	1072160
//骑士兔凯凯
815125	490000	0	2501	0	1072120
//萝莉兔妮妮
815126	490000	0	2501	0	1072130
//白羊星卡迪
729521	490000	0	2501	0	1071620
//金牛星亚尔
729531	490000	0	2501	0	1071630
//双子星加隆
729533	490000	0	2501	0	1071640
//巨蟹星莱娜
729535	490000	0	2501	0	1071650
//狮子星里昂
729537	490000	0	2501	0	1071660
//处女星瑟琪
729540	490000	0	2501	0	1071670
//天秤星迪罗
729542	490000	0	2501	0	1071680
//天蝎星迦斯
729543	490000	0	2501	0	1071690
//射手星布奇
729546	490000	0	2501	0	1072310
//摩羯星迪拉
815091	490000	0	2501	0	1072320
//水瓶星拉琪
815098	490000	0	2501	0	1072330
//双鱼星卡塔
815114	490000	0	2501	0	1072340
//嘻哈牛皮皮
500015	490000	0	2501	0	1071600
//炫舞牛晶晶
500016	490000	0	2501	0	1071610
//鼠来云奇奇
815030	490000	0	2501	0	1071590
//鼠来宝蓓蓓
815032	490000	0	2501	0	1071750
//发条虎达达
815095	490000	0	2501	0	1072010
//乖乖虎冰冰
815096	490000	0	2501	0	1072110

//圣诞雪瑞
815200	490000	0	2501	0	1072180

//圣诞雪福
815201	490000	0	2501	0	1072190

//暗魂守卫 
815129	490000	0	2501	0	1072210
//龙魂近卫
815238	490000	0	2501	0	1072560
//冥河戒灵 
815176	490000	0	2501	0	1072220
//神影兽O型礼包
500017	490000	0	2501	0	1071970
//神影兽XO型礼包
500018	490000	0	2501	0	1071960
//守护者幻兽礼包
729038	490000	0	2501	0	1071700
//眺望者幻兽礼包
729039	490000	0	2501	0	1071710

//赐予者幻兽礼包
729040	490000	0	2501	0	1071720
//庇佑者幻兽礼包
729041	490000	0	2501	0	1071730
//圣天使雷斯礼包
729045	490000	0	2501	0	1071080
//圣天使奈丽礼包
729046	490000	0	2501	0	1071090

//6星O型幻兽礼包
9500	490000	0	2503	0	1071992 80 600 0
//12星XO型幻兽礼包
813000	490000	0	2503	0	1071982 80 1200 0
//19星XO型礼包
813002	490000	0	2503	0	1071982 80 1900 0
//12星XO神兽礼包
742184	490000	0	2503	0	1071962 80 1200 0
//25星XO礼包
815012	490000	0	2503	0	1071982 80 2500 0
//20星XO神兽礼包
742185	490000	0	2503	0	1071962 80 2000 0
//6星O型神兽礼包
742186	490000	0	2503	0	1071972 80 600 0
//30星XO神兽礼包
742187	490000	0	2503	0	1071962 80 3000 0
//19星XO神兽礼包
742188	490000	0	2503	0	1071962 80 1900 0
//8星O型神兽礼包
742189	490000	0	2503	0	1071972 80 800 0
//25星XO神兽礼包
742190	490000	0	2503	0	1071962 80 2500 0
